"","station","date","variable","value","units","ym"
"18124",16018401602,2016-04-26,"cadmium",0.43,"ug/L","201604"
"18200",16018404102,2016-04-26,"cadmium",0.515,"ug/L","201604"
"18324",16018411702,2016-04-26,"cadmium",0.163,"ug/L","201604"
"18401",17002100702,2016-04-26,"cadmium",0.576,"ug/L","201604"
"18447",17002100802,2016-04-26,"cadmium",0.0645,"ug/L","201604"
"18541",17002103802,2016-04-26,"cadmium",0.0893,"ug/L","201604"
"18631",17002105702,2016-04-26,"cadmium",0.232,"ug/L","201604"
"18673",17002106502,2016-04-26,"cadmium",0.102,"ug/L","201604"
"18750",17002107102,2016-04-26,"cadmium",0.204,"ug/L","201604"
"18792",17002107702,2016-04-26,"cadmium",0.514,"ug/L","201604"
"18838",17002114002,2016-04-26,"cadmium",0.483,"ug/L","201604"
"18884",17002114102,2016-04-26,"cadmium",0.201,"ug/L","201604"
"18977",17002115602,2016-04-26,"cadmium",0.281,"ug/L","201604"
"19018",17002115702,2016-04-26,"cadmium",0.581,"ug/L","201604"
"19184",18343052002,2016-04-26,"cadmium",0.0321,"ug/L","201604"
"19326",6007600302,2016-04-27,"cadmium",0.62,"ug/L","201604"
"19376",6007600402,2016-04-27,"cadmium",0.586,"ug/L","201604"
"19426",6007600502,2016-04-27,"cadmium",0.53,"ug/L","201604"
"19476",6007600602,2016-04-27,"cadmium",0.696,"ug/L","201604"
"19526",6007600802,2016-04-27,"cadmium",0.486,"ug/L","201604"
"19576",6007601002,2016-04-27,"cadmium",0.377,"ug/L","201604"
"19626",6007601502,2016-04-27,"cadmium",0.351,"ug/L","201604"
"19675",6007601602,2016-04-27,"cadmium",0.19,"ug/L","201604"
"19725",6007601702,2016-04-27,"cadmium",0.275,"ug/L","201604"
"19775",6007601802,2016-04-27,"cadmium",0.619,"ug/L","201604"
"19825",6007602202,2016-04-27,"cadmium",0.266,"ug/L","201604"
"19875",6007602302,2016-04-27,"cadmium",0.655,"ug/L","201604"
"19925",6007605002,2016-04-27,"cadmium",0.525,"ug/L","201604"
"19975",6007605102,2016-04-27,"cadmium",0.488,"ug/L","201604"
"20025",6007605202,2016-04-27,"cadmium",0.435,"ug/L","201604"
"20074",16018403402,2016-04-27,"cadmium",0.43,"ug/L","201604"
"20121",16018403602,2016-04-27,"cadmium",0.171,"ug/L","201604"
"20340",14002800302,2016-05-03,"cadmium",0.394,"ug/L","201605"
"20434",14002803002,2016-05-03,"cadmium",0.339,"ug/L","201605"
"20481",14002808902,2016-05-03,"cadmium",0.0847,"ug/L","201605"
"20709",3013400302,2016-05-04,"cadmium",0.248,"ug/L","201605"
"20756",3013401802,2016-05-04,"cadmium",0.0906,"ug/L","201605"
"20802",4001000302,2016-05-09,"cadmium",0.912,"ug/L","201605"
"20843",8010300102,2016-05-09,"cadmium",0.105,"ug/L","201605"
"21014",10000100302,2016-05-09,"cadmium",0.468,"ug/L","201605"
"21056",8002100202,2016-05-10,"cadmium",0.555,"ug/L","201605"
"21136",8002201202,2016-05-10,"cadmium",0.89,"ug/L","201605"
"21182",8002201602,2016-05-10,"cadmium",0.55,"ug/L","201605"
"21229",8002201902,2016-05-10,"cadmium",0.533,"ug/L","201605"
"21309",8004000802,2016-05-10,"cadmium",0.66,"ug/L","201605"
"21387",8012305102,2016-05-10,"cadmium",0.56,"ug/L","201605"
"21448",8012305302,2016-05-10,"cadmium",0.593,"ug/L","201605"
"21525",10000200202,2016-05-10,"cadmium",0.867,"ug/L","201605"
"21566",16001800202,2016-05-10,"cadmium",1.43,"ug/L","201605"
"21607",16002700102,2016-05-10,"cadmium",1.35,"ug/L","201605"
"21648",16003000302,2016-05-10,"cadmium",1.41,"ug/L","201605"
"21690",16018403402,2016-05-10,"cadmium",0.438,"ug/L","201605"
"21735",16018403602,2016-05-10,"cadmium",0.929,"ug/L","201605"
"21958",17002100302,2016-05-10,"cadmium",0.51,"ug/L","201605"
"22049",17002109202,2016-05-10,"cadmium",0.218,"ug/L","201605"
"22095",17002109502,2016-05-10,"cadmium",0.155,"ug/L","201605"
"22141",17002114502,2016-05-10,"cadmium",0.355,"ug/L","201605"
"22187",16003200102,2016-05-11,"cadmium",0.607,"ug/L","201605"
"22227",16003200202,2016-05-11,"cadmium",1.29,"ug/L","201605"
"22267",16018401202,2016-05-11,"cadmium",0.623,"ug/L","201605"
"22313",16018401502,2016-05-11,"cadmium",0.811,"ug/L","201605"
"22359",16018401602,2016-05-11,"cadmium",1.1,"ug/L","201605"
"22437",16018404102,2016-05-11,"cadmium",1.25,"ug/L","201605"
"22557",16018411702,2016-05-11,"cadmium",0.739,"ug/L","201605"
"22650",16018401002,2016-05-12,"cadmium",0.877,"ug/L","201605"
"22695",16018402702,2016-05-12,"cadmium",0.778,"ug/L","201605"
"22746",16018403502,2016-05-12,"cadmium",0.908,"ug/L","201605"
"22806",16018409302,2016-05-12,"cadmium",1.01,"ug/L","201605"
"23145",17002104102,2016-05-16,"cadmium",0.712,"ug/L","201605"
"23232",17002107402,2016-05-16,"cadmium",0.094,"ug/L","201605"
"23320",17002111902,2016-05-16,"cadmium",0.827,"ug/L","201605"
"23364",17002113002,2016-05-16,"cadmium",0.567,"ug/L","201605"
"23408",17002113602,2016-05-16,"cadmium",0.765,"ug/L","201605"
"23451",17002113702,2016-05-16,"cadmium",0.293,"ug/L","201605"
"23494",18003300302,2016-05-16,"cadmium",0.533,"ug/L","201605"
"23541",18003300802,2016-05-16,"cadmium",0.153,"ug/L","201605"
"23649",18003303402,2016-05-16,"cadmium",0.221,"ug/L","201605"
"23696",18003303502,2016-05-16,"cadmium",0.0969,"ug/L","201605"
"23743",18003303602,2016-05-16,"cadmium",0.0427,"ug/L","201605"
"23806",3001500202,2016-05-17,"cadmium",0.0716,"ug/L","201605"
"24293",6005900102,2016-05-17,"cadmium",0.214,"ug/L","201605"
"24355",6006000702,2016-05-17,"cadmium",0.811,"ug/L","201605"
"24400",6006000802,2016-05-17,"cadmium",0.118,"ug/L","201605"
"24446",6006100102,2016-05-17,"cadmium",0.969,"ug/L","201605"
"24491",6006300102,2016-05-17,"cadmium",0.488,"ug/L","201605"
"24553",6006301102,2016-05-17,"cadmium",0.367,"ug/L","201605"
"24598",6006301202,2016-05-17,"cadmium",0.412,"ug/L","201605"
"24748",6011700202,2016-05-17,"cadmium",0.758,"ug/L","201605"
"24794",6011700302,2016-05-17,"cadmium",0.593,"ug/L","201605"
"24857",6012900102,2016-05-17,"cadmium",0.161,"ug/L","201605"
"24937",6013000102,2016-05-17,"cadmium",0.385,"ug/L","201605"
"24984",6013300402,2016-05-17,"cadmium",0.835,"ug/L","201605"
"25170",8005600102,2016-05-17,"cadmium",0.221,"ug/L","201605"
"25216",8005600202,2016-05-17,"cadmium",0.77,"ug/L","201605"
"25262",8005600302,2016-05-17,"cadmium",0.601,"ug/L","201605"
"25306",8005600902,2016-05-17,"cadmium",0.416,"ug/L","201605"
"25416",8005603902,2016-05-17,"cadmium",0.64,"ug/L","201605"
"25666",9000902402,2016-05-17,"cadmium",0.722,"ug/L","201605"
"25933",13000800102,2016-05-17,"cadmium",0.232,"ug/L","201605"
"26073",13001101002,2016-05-17,"cadmium",0.0163,"ug/L","201605"
"26166",17000800202,2016-05-17,"cadmium",0.681,"ug/L","201605"
"26290",17003100102,2016-05-17,"cadmium",0.346,"ug/L","201605"
"26334",17003500202,2016-05-17,"cadmium",0.32,"ug/L","201605"
"26378",17003500402,2016-05-17,"cadmium",0.166,"ug/L","201605"
"27752",4001304702,2016-05-24,"cadmium",0.271,"ug/L","201605"
"27798",4001306302,2016-05-24,"cadmium",0.0731,"ug/L","201605"
"27861",6000300102,2016-05-24,"cadmium",0.191,"ug/L","201605"
"27905",6001700102,2016-05-24,"cadmium",0.374,"ug/L","201605"
"27949",6001700702,2016-05-24,"cadmium",0.247,"ug/L","201605"
"27992",6001701002,2016-05-24,"cadmium",0.221,"ug/L","201605"
"28036",6001701102,2016-05-24,"cadmium",0.077,"ug/L","201605"
"28126",6018000302,2016-05-24,"cadmium",0.3,"ug/L","201605"
"28173",6018300202,2016-05-24,"cadmium",0.705,"ug/L","201605"
"28219",12000200402,2016-05-24,"cadmium",0.637,"ug/L","201605"
"28282",12000201002,2016-05-24,"cadmium",0.5,"ug/L","201605"
"28329",17002104602,2016-05-24,"cadmium",0.133,"ug/L","201605"
"28373",17002105702,2016-05-24,"cadmium",0.595,"ug/L","201605"
"28417",17002106802,2016-05-24,"cadmium",0.396,"ug/L","201605"
"28461",17002107102,2016-05-24,"cadmium",0.431,"ug/L","201605"
"28505",17002111802,2016-05-24,"cadmium",0.194,"ug/L","201605"
"28549",17002112802,2016-05-24,"cadmium",0.759,"ug/L","201605"
"28593",17002113302,2016-05-24,"cadmium",0.266,"ug/L","201605"
"28657",17002115602,2016-05-24,"cadmium",0.255,"ug/L","201605"
"28701",17002115702,2016-05-24,"cadmium",0.123,"ug/L","201605"
"28747",17002600102,2016-05-24,"cadmium",0.511,"ug/L","201605"
"28854",17002600302,2016-05-24,"cadmium",0.28,"ug/L","201605"
"28907",17002600402,2016-05-24,"cadmium",0.554,"ug/L","201605"
"28961",17002600602,2016-05-24,"cadmium",0.132,"ug/L","201605"
"29067",17002601002,2016-05-24,"cadmium",0.33,"ug/L","201605"
"29121",17002601101,2016-05-24,"cadmium",0.228,"ug/L","201605"
"29175",17002601202,2016-05-24,"cadmium",0.383,"ug/L","201605"
"29228",17002601302,2016-05-24,"cadmium",0.559,"ug/L","201605"
"29282",17002601902,2016-05-24,"cadmium",0.408,"ug/L","201605"
"29335",17002602302,2016-05-24,"cadmium",0.172,"ug/L","201605"
"29387",17003700302,2016-05-24,"cadmium",0.308,"ug/L","201605"
"29433",1010400202,2016-05-25,"cadmium",0.00401,"ug/L","201605"
"29480",1010500102,2016-05-25,"cadmium",0.431,"ug/L","201605"
"29527",1010600202,2016-05-25,"cadmium",0.0383,"ug/L","201605"
"29573",1010700202,2016-05-25,"cadmium",0.317,"ug/L","201605"
"29619",1010800602,2016-05-25,"cadmium",0.602,"ug/L","201605"
"29665",4001301602,2016-05-25,"cadmium",0.0676,"ug/L","201605"
"29757",4001302502,2016-05-25,"cadmium",1.42,"ug/L","201605"
"29928",4001306402,2016-05-25,"cadmium",0.294,"ug/L","201605"
"30144",5000600202,2016-05-25,"cadmium",0.657,"ug/L","201605"
"30235",6007600302,2016-05-25,"cadmium",0.499,"ug/L","201605"
"30283",6007600402,2016-05-25,"cadmium",0.663,"ug/L","201605"
"30332",6007600502,2016-05-25,"cadmium",0.385,"ug/L","201605"
"30380",6007600602,2016-05-25,"cadmium",0.265,"ug/L","201605"
"30428",6007600802,2016-05-25,"cadmium",0.936,"ug/L","201605"
"30477",6007601002,2016-05-25,"cadmium",0.179,"ug/L","201605"
"30526",6007601502,2016-05-25,"cadmium",0.261,"ug/L","201605"
"30623",6007601702,2016-05-25,"cadmium",0.194,"ug/L","201605"
"30672",6007601802,2016-05-25,"cadmium",0.83,"ug/L","201605"
"30722",6007602202,2016-05-25,"cadmium",0.58,"ug/L","201605"
"30770",6007602302,2016-05-25,"cadmium",0.8,"ug/L","201605"
"30818",6007605002,2016-05-25,"cadmium",0.436,"ug/L","201605"
"30867",6007605102,2016-05-25,"cadmium",0.426,"ug/L","201605"
"30916",6007605202,2016-05-25,"cadmium",0.177,"ug/L","201605"
"31029",12001700102,2016-05-25,"cadmium",0.404,"ug/L","201605"
"31093",12002700102,2016-05-25,"cadmium",0.282,"ug/L","201605"
"31139",12003100102,2016-05-25,"cadmium",0.358,"ug/L","201605"
"31185",12003400102,2016-05-25,"cadmium",0.457,"ug/L","201605"
"31274",16008700602,2016-05-30,"cadmium",0.0621,"ug/L","201605"
"31317",16008701002,2016-05-30,"cadmium",0.0442,"ug/L","201605"
"31360",16008701502,2016-05-30,"cadmium",0.131,"ug/L","201605"
"31423",18000017002,2016-05-30,"cadmium",0.533,"ug/L","201605"
"31470",18337012102,2016-05-30,"cadmium",0.127,"ug/L","201605"
"31517",18343000202,2016-05-30,"cadmium",0.257,"ug/L","201605"
"31560",18343003002,2016-05-30,"cadmium",0.16,"ug/L","201605"
"31637",18349002002,2016-05-30,"cadmium",0.293,"ug/L","201605"
"31680",18369001002,2016-05-30,"cadmium",0.123,"ug/L","201605"
"31723",19006400102,2016-05-30,"cadmium",0.55,"ug/L","201605"
"31770",19006400402,2016-05-30,"cadmium",0.774,"ug/L","201605"
"31816",19006401420,2016-05-30,"cadmium",0.5,"ug/L","201605"
"31863",19006404502,2016-05-30,"cadmium",0.259,"ug/L","201605"
"31910",3007700202,2016-05-31,"cadmium",0.71,"ug/L","201605"
"31954",3007700702,2016-05-31,"cadmium",0.391,"ug/L","201605"
"31997",3007702802,2016-05-31,"cadmium",0.587,"ug/L","201605"
"32041",3007702902,2016-05-31,"cadmium",0.258,"ug/L","201605"
"32084",3007703602,2016-05-31,"cadmium",0.305,"ug/L","201605"
"32128",3007703902,2016-05-31,"cadmium",0.461,"ug/L","201605"
"32203",4002700802,2016-05-31,"cadmium",0.336,"ug/L","201605"
"32248",4002700902,2016-05-31,"cadmium",0.128,"ug/L","201605"
"32341",4002701702,2016-05-31,"cadmium",0.0912,"ug/L","201605"
"32387",6005000202,2016-05-31,"cadmium",0.521,"ug/L","201605"
"32430",9000100402,2016-05-31,"cadmium",1.5,"ug/L","201605"
"32473",9000100502,2016-05-31,"cadmium",0.56,"ug/L","201605"
"32515",9000800502,2016-05-31,"cadmium",0.481,"ug/L","201605"
"32557",9000800602,2016-05-31,"cadmium",0.59,"ug/L","201605"
"32599",9000800702,2016-05-31,"cadmium",0.326,"ug/L","201605"
"32641",17002100702,2016-05-31,"cadmium",0.223,"ug/L","201605"
"32687",17002100802,2016-05-31,"cadmium",0.193,"ug/L","201605"
"32781",17002103802,2016-05-31,"cadmium",0.682,"ug/L","201605"
"32827",17002105202,2016-05-31,"cadmium",0.177,"ug/L","201605"
"32873",17002106502,2016-05-31,"cadmium",0.253,"ug/L","201605"
"32951",17002107702,2016-05-31,"cadmium",0.604,"ug/L","201605"
"32996",17002114002,2016-05-31,"cadmium",0.701,"ug/L","201605"
"33042",17002114102,2016-05-31,"cadmium",0.263,"ug/L","201605"
"33136",18343000102,2016-05-31,"cadmium",0.152,"ug/L","201605"
"33217",18343023002,2016-05-31,"cadmium",0.118,"ug/L","201605"
"33264",18343052002,2016-05-31,"cadmium",0.357,"ug/L","201605"
"33311",18343061002,2016-05-31,"cadmium",0.448,"ug/L","201605"
"33358",3007702102,2016-06-01,"cadmium",0.445,"ug/L","201606"
"33402",3007703402,2016-06-01,"cadmium",0.501,"ug/L","201606"
"33446",3007703502,2016-06-01,"cadmium",0.288,"ug/L","201606"
"33490",3007703802,2016-06-01,"cadmium",0.375,"ug/L","201606"
"33534",3007704002,2016-06-01,"cadmium",0.396,"ug/L","201606"
"33577",3007704102,2016-06-01,"cadmium",0.267,"ug/L","201606"
"33621",3013400102,2016-06-01,"cadmium",0.198,"ug/L","201606"
"33668",3013400302,2016-06-01,"cadmium",0.397,"ug/L","201606"
"33714",3013401802,2016-06-01,"cadmium",0.328,"ug/L","201606"
"33822",14002800302,2016-06-02,"cadmium",0.657,"ug/L","201606"
"33869",14002801202,2016-06-02,"cadmium",0.0952,"ug/L","201606"
"33915",14002803302,2016-06-02,"cadmium",0.529,"ug/L","201606"
"33962",14002808902,2016-06-02,"cadmium",0.0375,"ug/L","201606"
"34009",14002809002,2016-06-02,"cadmium",0.267,"ug/L","201606"
"34056",14002809102,2016-06-02,"cadmium",0.28,"ug/L","201606"
"34119",18207000802,2016-06-02,"cadmium",0.694,"ug/L","201606"
"34164",18207002002,2016-06-02,"cadmium",0.509,"ug/L","201606"
"34225",18207010002,2016-06-02,"cadmium",0.46,"ug/L","201606"
"34270",4001301602,2016-06-06,"cadmium",0.46,"ug/L","201606"
"34316",4001301702,2016-06-06,"cadmium",0.68,"ug/L","201606"
"34362",4001302502,2016-06-06,"cadmium",0.172,"ug/L","201606"
"34409",4001302902,2016-06-06,"cadmium",0.341,"ug/L","201606"
"34456",4001304102,2016-06-06,"cadmium",0.28,"ug/L","201606"
"34502",4001304402,2016-06-06,"cadmium",0.273,"ug/L","201606"
"34548",4001304702,2016-06-06,"cadmium",0.58,"ug/L","201606"
"34594",4001306302,2016-06-06,"cadmium",0.179,"ug/L","201606"
"34641",4001306402,2016-06-06,"cadmium",0.21,"ug/L","201606"
"34688",16018403502,2016-06-06,"cadmium",0.0698,"ug/L","201606"
"34750",16010900802,2016-06-07,"cadmium",0.0558,"ug/L","201606"
"34893",16015900302,2016-06-07,"cadmium",0.0314,"ug/L","201606"
"35148",8005600102,2016-06-13,"cadmium",0.275,"ug/L","201606"
"35195",8005600202,2016-06-13,"cadmium",0.6,"ug/L","201606"
"35242",8005600302,2016-06-13,"cadmium",0.443,"ug/L","201606"
"35288",8005600902,2016-06-13,"cadmium",0.0254,"ug/L","201606"
"35403",8005603902,2016-06-13,"cadmium",0.282,"ug/L","201606"
"35467",8007600102,2016-06-13,"cadmium",0.247,"ug/L","201606"
"35531",8010300102,2016-06-13,"cadmium",0.471,"ug/L","201606"
"35609",8012303002,2016-06-13,"cadmium",0.474,"ug/L","201606"
"35749",17000800202,2016-06-13,"cadmium",0.498,"ug/L","201606"
"35873",17002102102,2016-06-13,"cadmium",0.147,"ug/L","201606"
"35917",17002102302,2016-06-13,"cadmium",0.0894,"ug/L","201606"
"36005",17002104102,2016-06-13,"cadmium",0.338,"ug/L","201606"
"36049",17002105402,2016-06-13,"cadmium",0.0997,"ug/L","201606"
"36093",17002107402,2016-06-13,"cadmium",0.222,"ug/L","201606"
"36137",17002107502,2016-06-13,"cadmium",0.102,"ug/L","201606"
"36181",17002111902,2016-06-13,"cadmium",0.303,"ug/L","201606"
"36225",17002113002,2016-06-13,"cadmium",0.172,"ug/L","201606"
"36269",17002113602,2016-06-13,"cadmium",0.366,"ug/L","201606"
"36313",17002113702,2016-06-13,"cadmium",0.243,"ug/L","201606"
"36357",18003300302,2016-06-13,"cadmium",0.177,"ug/L","201606"
"36404",18003300802,2016-06-13,"cadmium",0.0152,"ug/L","201606"
"36519",18003303402,2016-06-13,"cadmium",0.481,"ug/L","201606"
"36566",18003303502,2016-06-13,"cadmium",0.375,"ug/L","201606"
"36630",18003303602,2016-06-13,"cadmium",0.259,"ug/L","201606"
"36677",3001500202,2016-06-14,"cadmium",0.41,"ug/L","201606"
"36721",3001600302,2016-06-14,"cadmium",0.081,"ug/L","201606"
"36765",3001700202,2016-06-14,"cadmium",0.33,"ug/L","201606"
"36809",3003000202,2016-06-14,"cadmium",0.0584,"ug/L","201606"
"36853",3003600502,2016-06-14,"cadmium",0.42,"ug/L","201606"
"36897",3003600902,2016-06-14,"cadmium",0.253,"ug/L","201606"
"36941",3003601002,2016-06-14,"cadmium",0.102,"ug/L","201606"
"36985",6011700202,2016-06-14,"cadmium",0.973,"ug/L","201606"
"37032",6011700302,2016-06-14,"cadmium",0.822,"ug/L","201606"
"37096",6012900102,2016-06-14,"cadmium",0.137,"ug/L","201606"
"37177",6013000102,2016-06-14,"cadmium",0.682,"ug/L","201606"
"37224",6013300402,2016-06-14,"cadmium",0.222,"ug/L","201606"
"37320",8012305102,2016-06-14,"cadmium",0.5,"ug/L","201606"
"37382",8012305302,2016-06-14,"cadmium",0.0699,"ug/L","201606"
"37460",8013500302,2016-06-14,"cadmium",0.267,"ug/L","201606"
"37504",8013500502,2016-06-14,"cadmium",0.338,"ug/L","201606"
"37548",8013500602,2016-06-14,"cadmium",0.229,"ug/L","201606"
"37593",17003100102,2016-06-14,"cadmium",0.112,"ug/L","201606"
"37645",17003500202,2016-06-14,"cadmium",0.154,"ug/L","201606"
"37697",17003500402,2016-06-14,"cadmium",0.152,"ug/L","201606"
"37776",3005300102,2016-06-15,"cadmium",0.298,"ug/L","201606"
"37837",3005700702,2016-06-15,"cadmium",0.224,"ug/L","201606"
"37912",3005702502,2016-06-15,"cadmium",0.139,"ug/L","201606"
"37959",3005702802,2016-06-15,"cadmium",0.218,"ug/L","201606"
"38020",3005703002,2016-06-15,"cadmium",0.212,"ug/L","201606"
"38066",3005703102,2016-06-15,"cadmium",0.521,"ug/L","201606"
"38197",3013301302,2016-06-15,"cadmium",0.173,"ug/L","201606"
"38244",3013301902,2016-06-15,"cadmium",0.43,"ug/L","201606"
"38338",3013303002,2016-06-15,"cadmium",0.152,"ug/L","201606"
"38432",18607002002,2016-06-15,"cadmium",0.052,"ug/L","201606"
"38573",6009701802,2016-06-20,"cadmium",0.629,"ug/L","201606"
"38612",6010400102,2016-06-20,"cadmium",0.972,"ug/L","201606"
"38651",6010400802,2016-06-20,"cadmium",0.37,"ug/L","201606"
"38689",6018000202,2016-06-20,"cadmium",0.138,"ug/L","201606"
"38782",6018300202,2016-06-20,"cadmium",0.496,"ug/L","201606"
"38888",11000100702,2016-06-20,"cadmium",0.255,"ug/L","201606"
"38932",11000101202,2016-06-20,"cadmium",0.567,"ug/L","201606"
"38975",11000101302,2016-06-20,"cadmium",0.642,"ug/L","201606"
"39065",12000200402,2016-06-20,"cadmium",0.427,"ug/L","201606"
"39128",16008700502,2016-06-20,"cadmium",0.469,"ug/L","201606"
"39171",16008700602,2016-06-20,"cadmium",0.354,"ug/L","201606"
"39215",16008701002,2016-06-20,"cadmium",0.281,"ug/L","201606"
"39257",16008701502,2016-06-20,"cadmium",0.0883,"ug/L","201606"
"39300",16018403402,2016-06-20,"cadmium",0.467,"ug/L","201606"
"39347",16018403602,2016-06-20,"cadmium",0.455,"ug/L","201606"
"39556",17002600102,2016-06-20,"cadmium",0.182,"ug/L","201606"
"39610",17002600202,2016-06-20,"cadmium",0.238,"ug/L","201606"
"39718",17002600402,2016-06-20,"cadmium",0.0823,"ug/L","201606"
"39772",17002600602,2016-06-20,"cadmium",0.0721,"ug/L","201606"
"39826",17002600702,2016-06-20,"cadmium",0.0491,"ug/L","201606"
"39880",17002601002,2016-06-20,"cadmium",0.186,"ug/L","201606"
"39934",17002601101,2016-06-20,"cadmium",0.0753,"ug/L","201606"
"39980",17002601202,2016-06-20,"cadmium",0.316,"ug/L","201606"
"40025",17002601302,2016-06-20,"cadmium",0.222,"ug/L","201606"
"40071",17002601902,2016-06-20,"cadmium",0.579,"ug/L","201606"
"40117",17002602302,2016-06-20,"cadmium",0.289,"ug/L","201606"
"40159",17003700302,2016-06-20,"cadmium",0.328,"ug/L","201606"
"40206",4001000302,2016-06-21,"cadmium",0.785,"ug/L","201606"
"40297",4001308202,2016-06-21,"cadmium",0.672,"ug/L","201606"
"40342",4001308302,2016-06-21,"cadmium",0.539,"ug/L","201606"
"40403",6002400102,2016-06-21,"cadmium",1.6,"ug/L","201606"
"40447",6002400902,2016-06-21,"cadmium",0.706,"ug/L","201606"
"40491",6003800102,2016-06-21,"cadmium",1.91,"ug/L","201606"
"40535",6005000202,2016-06-21,"cadmium",0.584,"ug/L","201606"
"40578",6006000702,2016-06-21,"cadmium",0.144,"ug/L","201606"
"40625",6006000802,2016-06-21,"cadmium",0.126,"ug/L","201606"
"40672",6006100102,2016-06-21,"cadmium",0.375,"ug/L","201606"
"40719",6006300102,2016-06-21,"cadmium",0.447,"ug/L","201606"
"40766",6006301102,2016-06-21,"cadmium",0.322,"ug/L","201606"
"40813",6006301202,2016-06-21,"cadmium",0.0857,"ug/L","201606"
"40860",6008000702,2016-06-21,"cadmium",1.47,"ug/L","201606"
"40904",6009701102,2016-06-21,"cadmium",0.747,"ug/L","201606"
"40948",6010800102,2016-06-21,"cadmium",0.282,"ug/L","201606"
"41029",6011100802,2016-06-21,"cadmium",0.592,"ug/L","201606"
"41076",6011200302,2016-06-21,"cadmium",0.49,"ug/L","201606"
"41139",6011600102,2016-06-21,"cadmium",0.218,"ug/L","201606"
"41220",8002100202,2016-06-21,"cadmium",0.376,"ug/L","201606"
"41299",8002201202,2016-06-21,"cadmium",0.48,"ug/L","201606"
"41345",8002201602,2016-06-21,"cadmium",0.313,"ug/L","201606"
"41391",8002201902,2016-06-21,"cadmium",0.321,"ug/L","201606"
"41470",8004000802,2016-06-21,"cadmium",0.463,"ug/L","201606"
